,place,date,high temp,low temp,perc
28,"Arlington, VA",2024-01-29,35.024000000000015,22.261999999999954,0.57
29,"Arlington, VA",2024-01-30,38.65999999999998,22.585999999999967,0.0
30,"Arlington, VA",2024-01-31,35.492,26.348000000000024,1.14
31,"Arlington, VA",2024-02-01,33.92599999999999,25.988000000000046,1.52
32,"Arlington, VA",2024-02-02,37.59800000000003,23.090000000000018,0.0
33,"Arlington, VA",2024-02-03,33.530000000000044,25.664000000000033,0.0
34,"Arlington, VA",2024-02-04,33.04399999999997,24.583999999999993,0.0
35,"Arlington, VA",2024-02-05,35.11400000000003,20.299999999999997,0.0
36,"Arlington, VA",2024-02-06,35.45600000000003,23.972000000000037,0.0
37,"Arlington, VA",2024-02-07,35.6,24.02599999999999,0.0
38,"Arlington, VA",2024-02-08,41.35999999999998,24.188000000000045,0.0
39,"Arlington, VA",2024-02-09,41.05399999999995,26.708000000000006,0.0
40,"Arlington, VA",2024-02-10,43.57400000000001,26.69000000000002,0.0
41,"Arlington, VA",2024-02-11,44.52799999999996,29.875999999999987,0.0
42,"Arlington, VA",2024-02-12,52.98800000000004,32.26999999999996,0.0
43,"Arlington, VA",2024-02-13,56.82200000000004,41.66600000000001,0.0
44,"Arlington, VA",2024-02-14,44.13200000000002,30.25399999999995,0.0
45,"Arlington, VA",2024-02-15,45.68000000000004,30.217999999999982,0.0
46,"Arlington, VA",2024-02-16,61.17799999999997,34.34000000000002,0.0
47,"Arlington, VA",2024-02-17,62.11400000000003,46.70600000000003,0.0
48,"Arlington, VA",2024-02-18,43.93399999999999,25.64600000000005,0.44
49,"Arlington, VA",2024-02-19,31.76600000000001,23.14399999999997,0.26
50,"Arlington, VA",2024-02-20,35.69000000000002,25.88000000000004,0.0
51,"Arlington, VA",2024-02-21,34.556000000000026,26.33000000000004,0.0
52,"Arlington, VA",2024-02-22,34.93399999999999,26.72599999999999,0.0
53,"Arlington, VA",2024-02-23,36.788000000000046,25.591999999999995,0.0
54,"Arlington, VA",2024-02-24,38.461999999999954,26.977999999999962,0.0
55,"Arlington, VA",2024-02-25,40.58599999999997,29.98399999999999,0.0
56,"Arlington, VA",2024-02-26,41.342,30.488000000000046,0.0
57,"Arlington, VA",2024-02-27,44.24000000000002,30.43399999999999,0.0
58,"Arlington, VA",2024-02-28,45.067999999999984,31.69399999999997,0.0
59,"Arlington, VA",2024-02-29,43.37599999999999,33.061999999999955,0.0
60,"Arlington, VA",2024-03-01,43.10600000000003,33.04399999999997,0.0
61,"Arlington, VA",2024-03-02,43.75399999999995,33.601999999999975,1.41
62,"Arlington, VA",2024-03-03,44.40199999999997,34.79000000000002,3.65
63,"Arlington, VA",2024-03-04,47.11999999999996,33.92599999999999,0.0
64,"Arlington, VA",2024-03-05,48.272000000000034,33.188000000000045,0.0
65,"Arlington, VA",2024-03-06,50.46799999999999,36.48200000000001,0.0
66,"Arlington, VA",2024-03-07,50.792,38.498000000000026,0.0
67,"Arlington, VA",2024-03-08,52.28599999999997,37.63399999999999,0.0
68,"Arlington, VA",2024-03-09,56.78599999999997,39.038000000000046,0.0
69,"Arlington, VA",2024-03-10,59.09000000000002,40.49600000000005,0.0
70,"Arlington, VA",2024-03-11,60.69199999999999,41.306000000000026,0.0
71,"Arlington, VA",2024-03-12,61.609999999999985,44.86999999999996,0.0
72,"Arlington, VA",2024-03-13,60.15199999999997,42.943999999999974,0.0
73,"Arlington, VA",2024-03-14,59.05399999999995,41.97200000000004,0.0
74,"Arlington, VA",2024-03-15,56.73200000000001,40.711999999999954,0.0
75,"Arlington, VA",2024-03-16,54.71600000000001,39.25399999999995,0.0
76,"Arlington, VA",2024-03-17,52.75399999999995,37.05800000000001,0.0
77,"Arlington, VA",2024-03-18,56.42599999999999,38.82200000000004,0.0
78,"Arlington, VA",2024-03-19,62.150000000000006,41.342,0.0
79,"Arlington, VA",2024-03-20,65.71400000000003,48.2,0.0
80,"Arlington, VA",2024-03-21,71.41999999999996,50.846000000000046,0.0
81,"Arlington, VA",2024-03-22,65.42599999999999,54.12200000000004,0.0
82,"Arlington, VA",2024-03-23,67.87400000000002,49.58599999999997,0.0
83,"Arlington, VA",2024-03-24,64.47200000000004,54.067999999999984,2.02
84,"Arlington, VA",2024-03-25,70.86199999999997,49.71199999999996,0.0
85,"Arlington, VA",2024-03-26,70.08800000000005,50.26999999999996,0.0
86,"Arlington, VA",2024-03-27,72.5,52.358000000000004,0.0
87,"Arlington, VA",2024-03-28,73.63399999999999,56.62400000000001,0.0
88,"Arlington, VA",2024-03-29,73.02200000000005,59.648000000000025,0.0
89,"Arlington, VA",2024-03-30,73.88599999999997,55.292,0.0
90,"Arlington, VA",2024-03-31,67.80199999999998,55.49000000000002,0.0
91,"Arlington, VA",2024-04-01,64.72400000000002,45.48200000000001,0.0
92,"Arlington, VA",2024-04-02,61.483999999999995,43.30399999999995,0.0
93,"Arlington, VA",2024-04-03,64.70600000000003,50.108000000000004,0.0
94,"Arlington, VA",2024-04-04,67.64000000000001,49.92799999999997,0.0
95,"Arlington, VA",2024-04-05,71.43800000000005,54.37400000000001,0.0
96,"Arlington, VA",2024-04-06,69.96199999999996,52.26799999999999,0.0
97,"Arlington, VA",2024-04-07,73.20199999999997,53.690000000000026,0.0
98,"Arlington, VA",2024-04-08,70.98800000000006,50.792,0.0
99,"Arlington, VA",2024-04-09,73.02200000000005,53.11400000000003,0.0
100,"Arlington, VA",2024-04-10,78.368,57.811999999999955,0.0
101,"Arlington, VA",2024-04-11,77.03599999999997,58.80199999999998,0.0
102,"Arlington, VA",2024-04-12,81.14000000000001,58.51400000000004,0.0
103,"Arlington, VA",2024-04-13,82.25600000000003,61.46600000000001,0.0
104,"Arlington, VA",2024-04-14,79.34000000000003,63.03200000000002,0.0
105,"Arlington, VA",2024-04-15,76.65800000000002,60.08000000000004,0.0
106,"Arlington, VA",2024-04-16,76.44200000000001,59.377999999999965,0.0
107,"Arlington, VA",2024-04-17,78.08000000000004,59.46799999999999,0.0
108,"Arlington, VA",2024-04-18,74.73200000000003,61.538000000000046,0.0
109,"Arlington, VA",2024-04-19,76.24399999999997,62.54600000000005,0.55
110,"Arlington, VA",2024-04-20,75.97400000000002,60.22400000000002,0.0
111,"Arlington, VA",2024-04-21,80.25800000000001,60.25999999999998,0.0
112,"Arlington, VA",2024-04-22,82.00399999999996,65.066,0.0
113,"Arlington, VA",2024-04-23,81.28399999999999,62.150000000000006,0.0
114,"Arlington, VA",2024-04-24,84.83000000000004,65.642,0.0
115,"Arlington, VA",2024-04-25,85.56799999999998,62.438000000000045,0.0
116,"Arlington, VA",2024-04-26,86.59399999999997,66.12799999999996,0.0
117,"Arlington, VA",2024-04-27,75.01999999999995,63.319999999999965,0.0
118,"New York, NY",2024-01-01,34.285999999999966,15.94399999999997,0.0
119,"New York, NY",2024-01-02,33.49399999999997,18.338000000000044,0.0
120,"New York, NY",2024-01-03,35.15,21.55999999999998,0.0
121,"New York, NY",2024-01-04,34.91600000000001,19.99399999999997,0.0
122,"New York, NY",2024-01-05,35.22200000000004,20.94800000000002,0.0
123,"New York, NY",2024-01-06,34.10600000000003,21.685999999999964,0.51
124,"New York, NY",2024-01-07,37.61600000000001,22.135999999999967,0.18
125,"New York, NY",2024-01-08,32.648000000000025,17.527999999999963,0.0
126,"New York, NY",2024-01-09,35.88800000000005,17.132000000000016,0.0
127,"New York, NY",2024-01-10,37.13000000000004,24.061999999999955,0.0
128,"New York, NY",2024-01-11,38.76799999999999,22.549999999999997,5.93
129,"New York, NY",2024-01-12,35.63599999999997,29.317999999999984,10.75
130,"New York, NY",2024-01-13,38.08399999999999,26.708000000000006,0.15
131,"New York, NY",2024-01-14,37.70600000000003,21.43399999999999,0.92
132,"New York, NY",2024-01-15,34.73599999999997,23.80999999999998,6.87
133,"New York, NY",2024-01-16,34.86199999999995,25.96999999999996,8.29
134,"New York, NY",2024-01-17,31.298000000000023,15.22400000000001,6.0
135,"New York, NY",2024-01-18,31.658000000000005,13.135999999999967,0.0
136,"New York, NY",2024-01-19,30.866000000000007,13.622000000000035,0.0
137,"New York, NY",2024-01-20,30.001999999999974,11.551999999999975,0.0
138,"New York, NY",2024-01-21,31.261999999999954,14.341999999999995,0.0
139,"New York, NY",2024-01-22,33.27799999999996,11.71400000000003,0.0
140,"New York, NY",2024-01-23,32.0,13.640000000000018,0.0
141,"New York, NY",2024-01-24,33.49399999999997,14.575999999999986,0.0
142,"New York, NY",2024-01-25,32.21600000000001,17.74399999999997,0.0
143,"New York, NY",2024-01-26,29.875999999999987,14.035999999999966,1.36
144,"New York, NY",2024-01-27,34.12400000000001,15.332000000000015,0.0
145,"New York, NY",2024-01-28,36.59000000000002,25.141999999999996,0.0
146,"New York, NY",2024-01-29,35.24000000000002,22.90999999999998,10.59
147,"New York, NY",2024-01-30,29.138000000000044,15.94399999999997,3.85
148,"New York, NY",2024-01-31,22.261999999999954,4.964000000000031,0.68
149,"New York, NY",2024-02-01,19.075999999999986,1.2919999999999945,0.0
150,"New York, NY",2024-02-02,20.875999999999987,1.669999999999959,0.0
151,"New York, NY",2024-02-03,31.117999999999984,6.151999999999976,0.0
152,"New York, NY",2024-02-04,26.761999999999954,10.867999999999984,0.0
153,"New York, NY",2024-02-05,29.641999999999996,9.680000000000039,0.0
154,"New York, NY",2024-02-06,29.803999999999952,12.956000000000028,0.0
155,"New York, NY",2024-02-07,31.424000000000014,12.667999999999981,0.0
156,"New York, NY",2024-02-08,32.648000000000025,18.248000000000026,0.26
157,"New York, NY",2024-02-09,36.788000000000046,18.680000000000042,0.0
158,"New York, NY",2024-02-10,38.67799999999996,17.311999999999955,0.0
159,"New York, NY",2024-02-11,36.64399999999997,18.19399999999997,0.0
160,"New York, NY",2024-02-12,35.38399999999999,17.33000000000004,0.11
161,"New York, NY",2024-02-13,35.83399999999999,20.966000000000008,0.47
162,"New York, NY",2024-02-14,39.50600000000003,19.166000000000007,0.0
163,"New York, NY",2024-02-15,42.61999999999996,24.22400000000001,0.0
164,"New York, NY",2024-02-16,34.71799999999998,30.685999999999968,41.66
165,"New York, NY",2024-02-17,31.424000000000014,25.538000000000046,19.05
166,"New York, NY",2024-02-18,33.27799999999996,21.758000000000003,6.57
167,"New York, NY",2024-02-19,27.625999999999987,16.916000000000007,8.63
168,"New York, NY",2024-02-20,21.469999999999956,6.025999999999986,1.26
169,"New York, NY",2024-02-21,23.95399999999995,2.408000000000005,0.0
170,"New York, NY",2024-02-22,23.99000000000002,7.375999999999987,0.0
171,"New York, NY",2024-02-23,24.458000000000006,6.943999999999971,0.13
172,"New York, NY",2024-02-24,25.466000000000008,15.116000000000007,5.38
173,"New York, NY",2024-02-25,27.73399999999999,15.458000000000002,1.23
174,"New York, NY",2024-02-26,32.09000000000002,16.574000000000012,0.0
175,"New York, NY",2024-02-27,32.18000000000004,18.967999999999982,0.74
176,"New York, NY",2024-02-28,35.977999999999966,20.858000000000004,0.59
177,"New York, NY",2024-02-29,37.09399999999997,22.36999999999996,0.0
178,"New York, NY",2024-03-01,35.924000000000014,17.401999999999973,0.0
179,"New York, NY",2024-03-02,24.782000000000018,12.038000000000043,0.83
180,"New York, NY",2024-03-03,20.156000000000027,12.43399999999999,2.1
181,"New York, NY",2024-03-04,27.211999999999954,8.311999999999955,0.0
182,"New York, NY",2024-03-05,34.30399999999995,8.977999999999962,0.0
183,"New York, NY",2024-03-06,35.20399999999995,14.630000000000042,0.0
184,"New York, NY",2024-03-07,32.19800000000002,15.475999999999988,0.29
185,"New York, NY",2024-03-08,35.50999999999998,18.95,0.0
186,"New York, NY",2024-03-09,40.891999999999996,18.42799999999996,0.0
187,"New York, NY",2024-03-10,38.60600000000003,25.214000000000034,1.22
188,"New York, NY",2024-03-11,39.43399999999999,25.916000000000007,0.0
189,"New York, NY",2024-03-12,42.92599999999999,25.411999999999956,0.39
190,"New York, NY",2024-03-13,30.65,13.064000000000032,6.7
191,"New York, NY",2024-03-14,26.077999999999964,6.241999999999994,4.64
192,"New York, NY",2024-03-15,30.811999999999955,7.825999999999986,1.61
193,"New York, NY",2024-03-16,35.36600000000001,8.78000000000004,0.0
194,"New York, NY",2024-03-17,40.36999999999996,16.772000000000034,0.0
195,"New York, NY",2024-03-18,42.530000000000044,20.67799999999996,0.0
196,"New York, NY",2024-03-19,43.538000000000046,25.96999999999996,0.0
197,"New York, NY",2024-03-20,46.814000000000036,36.44600000000005,0.0
198,"New York, NY",2024-03-21,42.13399999999999,36.42799999999996,6.08
199,"New York, NY",2024-03-22,39.74000000000002,29.461999999999954,1.48
200,"New York, NY",2024-03-23,42.98000000000004,26.708000000000006,0.0
201,"New York, NY",2024-03-24,42.403999999999954,33.09800000000003,0.0
202,"New York, NY",2024-03-25,45.96799999999998,32.26999999999996,0.0
203,"New York, NY",2024-03-26,50.05399999999995,34.17799999999996,0.0
204,"New York, NY",2024-03-27,49.24399999999997,37.903999999999954,0.27
205,"New York, NY",2024-03-28,51.15199999999997,39.63200000000002,0.29
206,"New York, NY",2024-03-29,48.72200000000004,40.838000000000044,0.0
207,"New York, NY",2024-03-30,39.83000000000004,27.175999999999988,2.85
208,"New York, NY",2024-03-31,35.311999999999955,21.70399999999995,1.16
209,"New York, NY",2024-04-01,41.575999999999986,21.308000000000003,0.0
210,"New York, NY",2024-04-02,43.05199999999998,27.085999999999967,0.0
211,"New York, NY",2024-04-03,41.45,29.317999999999984,0.57
212,"New York, NY",2024-04-04,46.05800000000001,30.793999999999972,0.0
213,"New York, NY",2024-04-05,44.582000000000015,35.76199999999996,0.0
214,"New York, NY",2024-04-06,47.3,35.29399999999997,1.37
215,"New York, NY",2024-04-07,44.438000000000045,28.093999999999973,0.19
216,"New York, NY",2024-04-08,51.242,32.86400000000003,0.0
217,"New York, NY",2024-04-09,49.064000000000036,37.903999999999954,0.19
218,"New York, NY",2024-04-10,47.73200000000001,33.51199999999996,0.0
219,"New York, NY",2024-04-11,53.096000000000046,36.59000000000002,0.0
220,"New York, NY",2024-04-12,53.54600000000005,42.458000000000006,0.0
221,"New York, NY",2024-04-13,52.15999999999998,43.25,14.41
222,"New York, NY",2024-04-14,54.05,44.096000000000046,8.33
223,"New York, NY",2024-04-15,56.94800000000002,45.158,0.19
224,"New York, NY",2024-04-16,45.31999999999996,38.641999999999996,12.82
225,"New York, NY",2024-04-17,47.80399999999995,30.577999999999964,0.0
226,"New York, NY",2024-04-18,53.311999999999955,36.37400000000001,0.0
227,"New York, NY",2024-04-19,59.12599999999999,43.73599999999997,0.0
228,"New York, NY",2024-04-20,59.86400000000003,44.74399999999997,2.56
229,"New York, NY",2024-04-21,58.55,45.85999999999998,4.46
230,"New York, NY",2024-04-22,57.811999999999955,46.49000000000002,0.12
231,"New York, NY",2024-04-23,52.26799999999999,43.17799999999996,0.2
232,"New York, NY",2024-04-24,54.23000000000005,41.32400000000001,0.0
233,"New York, NY",2024-04-25,58.02799999999996,43.84399999999997,6.16
234,"New York, NY",2024-04-26,47.983999999999995,40.477999999999966,1.66
235,"New York, NY",2024-04-27,48.182000000000016,37.291999999999994,0.1
